City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
236,Luderitz,NA,2021-04-23 00:23:29,-26.6481,15.1594,65.53,69,2,7.99
237,Lasa,IT,2021-04-23 00:20:47,46.6166,10.7002,46.99,81,0,3.44
238,Alofi,NU,2021-04-23 00:20:19,-19.0595,-169.9187,84.2,74,40,11.5
239,Soresina,IT,2021-04-23 00:23:30,45.2865,9.857,54.0,83,6,6.13
240,Cividale Del Friuli,IT,2021-04-23 00:23:30,46.0931,13.4275,52.0,91,73,3.87
241,Pontianak,ID,2021-04-23 00:23:30,-0.0333,109.3333,75.2,94,20,2.48
242,Gilbues,BR,2021-04-23 00:23:30,-9.8317,-45.3439,74.57,77,61,2.46
243,San Lazaro,BZ,2021-04-23 00:23:31,18.0387,-88.6622,84.2,65,40,11.5
244,Jatai,BR,2021-04-23 00:23:31,-17.8814,-51.7144,66.0,46,0,1.92
245,Nanortalik,GL,2021-04-23 00:23:31,60.1432,-45.2371,36.0,82,90,4.21
246,Mahebourg,MU,2021-04-23 00:18:48,-20.4081,57.7,75.2,94,75,18.41
247,Lake City,US,2021-04-23 00:23:32,30.1897,-82.6393,62.6,48,1,4.61
248,Sinop,TR,2021-04-23 00:23:32,41.7711,34.8709,44.29,73,0,8.55
249,Qaanaaq,GL,2021-04-23 00:23:32,77.484,-69.3632,16.07,81,99,6.04
250,Mosquera,CO,2021-04-23 00:23:33,4.7059,-74.2302,57.2,67,75,2.89
251,Chapelle-Lez-Herlaimont,BE,2021-04-23 00:23:33,50.4713,4.2823,39.99,81,0,9.22
252,Caravelas,BR,2021-04-23 00:20:14,-17.7125,-39.2481,73.18,89,65,4.38
253,Moron,AR,2021-04-23 00:23:33,-34.6534,-58.6198,72.0,84,100,6.62
254,Evensk,RU,2021-04-23 00:23:34,61.95,159.2333,28.17,91,94,3.2
255,Qui Nhon,VN,2021-04-23 00:23:34,13.7667,109.2333,79.65,84,86,1.95
